employee_id,department,seniority,manager_id,age,tenure_years,salary,salary_band_min,salary_band_max,performance_score,months_since_promotion,engagement_score,training_hours,attrition
312,Engineering,Senior,2.0,47,3.07,48052,43565,75013,2.0,15.0,7.6,28,0
313,Engineering,Mid,1.0,37,8.03,46531,40183,75012,7.0,67.0,6.5,58,0
314,HR,Junior,15.0,32,5.39,52804,47961,66431,6.0,98.0,7.1,6,0
315,Data,Junior,5.0,42,3.11,58903,39203,63210,7.0,47.0,,27,0
316,Product,Junior,20.0,37,6.1,74857,48658,66595,,55.0,9.6,8,0
317,Sales,Junior,11.0,30,7.16,40142,45795,67871,10.0,63.0,8.5,27,0
318,Engineering,Junior,10.0,21,2.73,39866,48810,67743,5.0,58.0,8.2,5,0
319,Engineering,Junior,2.0,42,4.14,34531,43489,77516,6.0,89.0,,28,0
320,Engineering,Junior,3.0,46,1.22,68098,35546,64324,4.0,61.0,9.4,57,0
321,Sales,Junior,23.0,38,1.81,68278,36852,66531,6.0,75.0,5.9,16,0
322,Data,Senior,23.0,34,6.81,58138,32551,61588,0.0,10.0,2.8,15,0
323,Product,Junior,12.0,49,1.81,57065,36411,58311,0.0,88.0,6.6,22,0
324,Engineering,Mid,20.0,32,5.25,59956,46391,77432,,17.0,7.7,30,0
325,HR,Mid,5.0,56,7.09,71732,48939,77630,4.0,,7.6,2,0
326,Data,Senior,5.0,55,1.07,69261,30475,55987,4.0,86.0,5.7,20,0
327,Product,Junior,6.0,32,5.67,40759,40403,58321,2.0,54.0,1.6,25,1
328,Product,Mid,9.0,27,2.57,35439,37239,70812,4.0,81.0,4.3,35,1
329,Sales,Senior,2.0,49,9.63,72533,36710,59615,2.0,25.0,9.3,41,0
330,Engineering,Senior,21.0,31,4.84,58270,38078,70512,8.0,5.0,6.3,36,0
331,Sales,Senior,12.0,53,8.06,43279,32285,68146,8.0,3.0,5.8,52,1
332,Data,Junior,3.0,26,5.5,69279,35223,79749,5.0,28.0,3.4,21,0
333,Engineering,Junior,20.0,35,0.43,74251,43521,68654,0.0,58.0,4.3,41,0
334,Engineering,Mid,22.0,52,6.33,53888,44889,75125,6.0,97.0,9.1,11,0
335,Engineering,Senior,12.0,31,9.51,47630,36971,58052,6.0,16.0,,41,0
336,Engineering,Mid,24.0,43,6.02,65144,49909,77958,9.0,42.0,8.1,12,0
337,HR,Mid,17.0,46,8.19,61182,41531,55726,9.0,79.0,5.1,10,1
338,Data,Junior,10.0,54,8.84,55538,44721,58760,3.0,65.0,6.7,53,0
339,Sales,Senior,24.0,54,2.28,41824,49206,77190,7.0,33.0,3.2,15,0
340,Engineering,Junior,14.0,49,2.12,62125,34943,56875,5.0,7.0,,7,0
341,Sales,Mid,23.0,24,6.11,36979,36530,78377,3.0,12.0,4.8,39,0
342,Sales,Mid,17.0,37,4.11,56189,41116,68969,3.0,7.0,5.0,58,0
343,Engineering,Mid,18.0,55,8.4,72600,30258,59033,1.0,93.0,6.8,56,0
344,Sales,Junior,19.0,33,9.0,42504,30282,60443,1.0,95.0,9.4,39,0
345,Sales,Junior,17.0,59,3.53,50669,43937,72373,3.0,99.0,1.6,44,0
346,Product,Mid,14.0,35,2.37,36910,31898,58744,4.0,93.0,8.4,58,1
347,Product,Junior,9.0,49,7.81,64964,34135,79995,7.0,64.0,3.6,1,0
348,Engineering,Mid,8.0,49,2.75,50131,36629,71977,5.0,42.0,5.0,29,0
349,Sales,Junior,,31,8.23,55227,41168,56774,3.0,38.0,,29,0
350,Product,Mid,13.0,52,4.24,35978,49584,65651,10.0,80.0,3.7,11,1
193,HR,Junior,3.0,40,5.85,66618,32839,74582,4.0,11.0,8.5,14,0
257,HR,Junior,7.0,26,8.79,40634,37345,75120,7.0,48.0,7.1,53,0
170,Product,Junior,1.0,24,3.25,70108,39028,59493,1.0,46.0,7.3,28,1
68,Data,Mid,15.0,45,0.1,49201,41754,60433,5.0,20.0,4.0,8,1
202,Engineering,Senior,11.0,43,1.22,58141,37736,55778,9.0,72.0,6.6,53,1
